document_id,text,category,date
GDL-1914-05-18-Ar00301,"A la Bourse de Bâle. Bâle, 16 mai La situation politique reste sans changement, ce qui contribue à indisposer les marchés internationaux. Aussi longtemps que la confiance ne sera pas revenue, le capitaliste s'abstiendra de placer ses disponibilités dans des valeurs à revenus variables et le spéculateur allégera ses positions autant qu'il sera en mesure de le faire. il est néanmoins curieux de constater que notre Bourse a fait exception ces temps derniers à la règle générale et que de bonnes demandes en valeurs dites locales ont contribué à donner à quelques séances une animation à laquelle nous n'étions plus guère accoutumés. Le marché des obligations a donné lieu à quelques transactions intéressantes et les cours en clôture ont été en général soutenus. Les échanges dans le compartiment des établissements de crédit « P sont réduits à leur plus simple expression. Les valeurs de transmua out été particulièrement calmes et out terminé sans changement appréciable. Notons cependant la Baltimore et Ohio qui a passé de 461 à 468. Dans le groupe des actions industrielles, les valeurs de schnppe ont particulièrement retenu l'attention. Les ScAappes de Bâle ont continué leur mouvement en avant et ont valu 3720 contre 3705. Les Filatures de Russie qui avaient haussé de fr. 200 environ à la fin de la semaine dernière sur la nouvelle que le capital de la société serait doublé et que les nouvelles actions seraient cédées gratuitement aux anciens actionnaires, ont reculé de 40 points environ, cette combinaison ne s'étant pas encore",Chronique financière,1914-05-18
GDL-1914-05-19-Ar00211,"Manœuvres de la Ire brigade. On nous écrit du Pont le 18: « Les manœuvres de la brigade d'infanterie I renforcée, régiment contre régiment, commenceront mardi 19 mai au soir. Le premier exercice se déroulera aux environs du Pont le mercredi 20 mai. Le public trouvera à la gare du Pont des renseignements plus précis. Le jeudi 21 mai, il est probable que c'est vers le passage du Molendruz qu'aura lieu la manœuvre, qui sera suivie d'un défilé de la brigade. Les gares de chemins de fer les plus rapprochées sont celles de Vallorbe et du Pont. Demander les cartes de légitimation pour officiers en civil au bureau de la brigade d'infanterio 1, au Pont. »",Chronique militaire,1914-05-19
GDL-1914-05-19-Ar00301,"La Banque en France, étudiée principalement au point de vue des trois grandes banques de dépôts, par le D E. KAUFEKANN, traduit de l'allemand et mis à jour ar A. SACKER, un vol. in-8 ° ( avec nomreux graphiques ) de la Bibliothèque internationale d'économie politique, publiée sous la direction de Alfred Bonnet. — Paris, M. Giard et E. Brière, libraires-éditeurs, 16, rue Soufflot. La tendance relativement récente des économistes allemands d'analyser scientifiquement les relations économiques et les tmances privées a donné naissance à plusieurs ouvrages remarquables, tel que le « vre du professeur Jaffé: La Banque en Angleterre. M. Kaufmann a appliqué la même analyse profonde et la même méinode scientifique à l'étude de la Banque eo France. Après avoir jeté un rapide coup d'oeil sur les traits les plus caractéristiques de économie nationale française, l'auteur fait « n tableau concis mais très précis de l'orj >? nation bancaire prise dans son ensem-•»«. de la Banque de France, du Crédit oncier, du marché monétaire et financier, « es principales banques de crédit et d'affres, pour passer à la seconde et la prinirS, * Pï?. iede son ouvr age, à l'étude des rois établissements géants qui ont couvert evo ï eseau d'agences tout le pays et gercent une influence considérable non ch? fi ^ entsurla vie économique et le mar-^ 6 financier en France, mais aussi sur le « arche mondial L'organisation, les fonctions, les opérations, l'orientation et les tendances de ces établissements sont examinées avec cette précision et cette",Les livres,1914-05-19
GDL-1914-05-19-Ar00513,"AVIATION. Les épreuves allemandes. Dimanche a commencé à Darmstadt le circuit du prince Henri de Prusse, organisé chaque année sous le patronage du frère de l'empereur. Cette première journée a été marquée de trois accidents. Vingt-cinq aviateurs, la plupart officiers, ont pris le départ. On avait annoncé, il a quelques jours, quarante concurrents. Sur les vingt-cinq partants, dix-neuf ont couvert la première étape — 400 kilomètres — Darmstadt- Francfort, par Mannheim-Strasbourg et Worms. Dix-sept d'entre eux ont pris le départ pour la seconde étape — 375 kilomètres — Francfort-Cologne, par Wiesbaden et Coblentz. Dix sont arrivés au but. Une série d'accidents fort graves se sont malheureusement produite. L'àviàteur militaire Walz se perdit dans le brouillard au cours, de la première étape, au moment où il passait à Mosdrom, près de Strasbourg. Le pilote se rapprochait de terre sans s'en rendre compte; tout à coup le chariot d'atterrissage frôla la cime d'un arbre; en vain l'aviateur essaya-t-il de prendre de la hauteur; la trop brusque manœuvre du gouvernail de profondeur fit capoter le biplan. Le lieutenant Walz sauta à terre d'une hauteur de cinq mètres et se blessa légèrement. Son passager, le lieutenant Muller, fut enseveli sous les débris du biplan et eut la tête écrasée par le moteur. Les restes de l'appareil prirent feu et le corps du malheureux officier fut brûlé jusqu'à la poitrine. Un second accident se produisit à deux heures aux environs de Mayence. Un monoplan tomba d'une hauteur de 400 mètres. Le lieutenant aviateur Kplbe et",Les sports,1914-05-19
JDG-1914-05-21-Ar00519,"BUREAU CENTRAL MÉTÉOROLOGIQUE Zurich, 20 mai. L'aire de fortes pressions de l'ouest a encore un peu progressé vers l'est dans l'intérieur du contiaeut et le baromètre a légèrement remonté au pied méridional des Alpes; des dépressions peu creuses se trouvent encore dans la légion du bas Danube et dans l'extrême nord; le temps, sousl'influence de la bise sèche persistante, est devenu généralement clair et la température de nos stations de montagne les plus élevées est déjà supérieure à zéro ce matin. Temps probable: peu nuageux à beau et chaud; bise. Pressions: 754 llaparanda; 755 Bodô, Pitea, Onega; 760 Brono, Umea, Pétersbourg; 760 Lemberg, Lésina, Briadis; -, 65 Benbecula, îles Shetland, Drorithcim, Stockholm, Tilsit, Cracovie, Vienne, Lugano, Marseille, Cagliari; 770 Cortt ( Cork?), Ardrossan, Oxô, Dresde, Paris, Nantes, Bil bao; 773 le Helder, îles Scilly. ^ r / f ^« W » ÏW ^ MWWl « H 4",Le temps qu'il fait,1914-05-21
GDL-1914-05-23-Ar00206,"IVantinaliont ). Le capitaine d'état-major général Henri Comtesse, de la Sagne, à Coire, est relevé de son commandement intérimaire de la comp. M / 2 de mitrailleurs d'infanterie et mis de nouveau à la disposition de l'étatmajor général. Le capitaine Edouard Tissot, de la Chaux-de-Fonds, à Coire, actuellement chef de: la comp. II / 2 de mitrailleurs d'infanterie, est nommé chef de la comp. III / 2 de mitrailleurs d'infanterie. Le premier-lieutenant Adolphe Kaufmann, d'Olten, à Genève, actuellement attaché à la compagnie de fusiliers 1 / 50, est promu capitaine et nommé chef de la comp. H / 2 de mitrailleurs d'infanterie. MTamœitvreg tle la J ™ hrigafte. Les troupes de la Ire brigade renforcée ont regagné vendredi leurs places de dé mobilisation. Elles ont été licenciées ce matin. Un accident assez grave s'est produit jeudi pendant le défilé qui a terminé les manœuvres. Un des caissons de la dernière batterie d'artillerie passant sur un terrain un peu incliné, butta contre une grosse pierre et culbuta. Les deux canonniers qui étaient dessus furent projetés en avant. L'un d'eux passa sous le caisson et eut une fracture du crâne. Plusieurs docteurs lui prodiguèrent les premiers soins et le firent transporter en automobile à l'hospice de St-Loup. Son compagnon s'en tire avec quelques contusions. Quelques mètres plus loin, un guide, au trot, voulant sauter un petit fossé, cassa les reins à'sa monture qui s'affaissa sous lui. Les troupes de la première brigade garderont le meilleur souvenir du cours de ré pétition de",Chronique militaire,1914-05-23
JDG-1914-05-26-Ar00315,"BUREAU CENTRAL MÉTÉOROLOGIQUE Zurich, Le baromètre ayant fortement baissé au sud de la ligne de faîte des Alpes, le temps est de nouveau troublé; la pression atmosphérique s'est bien renforcée dans l'extrême nord -ouest, mais les différences dans la distribution des pressions dans la direction des Alpes sont irrégulièreset assez considérables, de sorte que les précipitations continuent, avec bise, ce matin, surtout en Allemazue et au sud des Alpes; de fortes averses orageuses sont tombées hier et la nuit dernière dans le Tessin; la température a considérablement baissé. Temps probable: ciel nuageux; dans le Jura, pluies par zones; température peu changée. Pressions: 745 cap Sicié; 755 Cagliari; 760 Brindisi, Lésina, Presbourg, Cracovie, Smolensk, Pétersboorg, Tilsit, Berlin, Zurich, Brive, Saragosse; 765 Bodô, Stockholm, Oxô, Helgoland, Paris, Nantes; 770 Stornoway, îles Shetland, mer du Nord, Londres, îles Scilly; 772 Shields, Malinhead. OIIERVATOIRE DE GENEVE Mai I 19 I 20 | 21 | 22 | 23 | 2 t [ 25 | no m Î 80 w 7 » 715 710 740 735 730 7 H no 715 705 Ditection, viteue di vent ( kilom. a l'heirg ) Mai 7 h. matin I h. loi » f b. iotf SSB 0 NNW 7 sw 8 23 s 12 «• W 31 sw 22 0 NNl 7 N 8 2. NNl 11 NNB 27",Le temps qu'il fait,1914-05-26
GDL-1914-05-27-Ar00501,"Association auxiliaire de l'Eglise évangéïique libre de Lausanne. Sous cette dénomination, il s'est constitué à Lausanne une association qui a pour but: a ) de concentrer les legs faits sans affectation spéciale à l'Eglise libre de Lausanne; b ) de recevoir tous dons en numéraire ou valeurs. Ces dons et legs, ainsi que tous les autres fonds appartenant à l'association serviront à former un capital dont les revenus seront utilisés, après paiement du dividende, à diminuer le loyer des lieux de culte de l'Eglise libre de Lausanne et à contribuer à l'élévation du traitement des pasteurs de cette Eglise; c ) d'acquérir tous biens quelconques. La qualité de sociétaire s'acquiert par la souscription d'une ou plusieurs parts de cent francs, nominatves. Le bénéfice annuel se répartit à titre de dividende aux porteurs de parts, sans toutefois que celuici puisse dépasser le 3 % de leur valeur nominale. L'excédent sera appliqué suivant les décisions de l'assemblée aux buts de l'association. Le comité est composé de MM. Henri Daulte, député, président; Ernest Krayenbùhl, notaire, secrétaire; Georges Guye, vice-président; Ernest Chavannes, banquier, caissier, et Jules Pache-Périllard, représentant, adjoint; tous à Lausanne. Compagnie générale des établissements Pathô frères, à Paris On annonce que cette société au capital de 30 millions, a réalisé pendant l'exercice tlos le 28 février dernier, un bénéfice net d'environ 8, 400, 000 fr. ( contre 7, 320, 304 fr. pour l'exercice précédent ), ce qui permettra de porter le dividende de 13 fr. brut à 15 francs brut par action.",Chronique financière,1914-05-27
GDL-1914-05-28-Ar00500,"FOOTBALL A l'Exposition nationale. ""Le match de Pentecôte entre l'équipe combinée de Suisse centrale et celle de l'Allemagne du sud mettra en présence les teams suivants:. Allemagne du sud. — Niigeli ( Fnb.-en-Brisgau ); Kiihnle ( Stuttgart ), Walch ( Frib. ); Jbc-]< el ( Francfort ), Breuning ( Pforzheim ), Liede ( Frib. ): Wcgele ( Phonix ), Grabner ( Nuremberg ), Kipp ( Stuttgart ), Triig ( Nuremberg ), Bachmann ( V. F. Bèwegung, Nuremberg ). Suisse centrale. — Bieri ( éventuellement Berger ); Funk, Stucki; Kaltenbach, Adami-Da, Weiss II; Merkt, Weiss I, ""Wyss II, Mangold. Remplaçant: Kûng. Arbitre, M. Dondeilinger, Bâle. •',-p ""Lundi, dès 2 heures, commencement du tournoi auquel prendront part les clubs suivanïs: Aarau, Saint-Gall,. Young-Boys, Berne, Cantonal et Montriond. Lès deux premiers clubs du classement recevront' chacun une statue, les joueurs du premier chacun une médaille d'argent, et chaque équipier du second une médaille de ""brorfze. '. "". ', « T.- L'équipe de Montriond a été formée hier soir. Elle sera, sauf imprévu, composée comme suit: Burck; Collet, Molles; Mercet, Rey, Thomas; Lombarde!, Inaebnit, Abbott, Wydler. Gysi. Comme on voit, le sympathique Abbott reprendra, après une longue interruption for- cée, sa place au milieu de ses camarades. L'équipe partira par le train de 8 h. 17 du matin. AUTOMOBILISME IM coupe de la Gruyère. Par décision de la section de Fribourg de l'Automobile-Club. de Suisse, le dernier délai d'inscription moyennant les droits simples de 30 fr. pour les automobiles et de 15 fr. pour",Les sports,1914-05-28
GDL-1914-05-29-Ar00207,"Trio de cambrioleurs. Durant le deuxième semestre de l'année 1913, une sûric de cambriolages étaient commis à Vcvey. Les auteurs, trois jeunes gens dont l'aîné n a que 24 ans, étaient partis faire la noce à Taris avec le produit de leur dernier larcin. En novembre, ils rentrèrent en Suisse et, à peine débarqués, à Genève, commirent différents délits, dont plusieurs vols de réticules. La cour correctionnelle les condamna à trois ans d'emprisonnement chacun. Restaient les méfaits commis àVevey. Le trio d'escarpes a comparu mercredi devant le tribunal criminel de Vevey pour en répondre. Voici les condamnations prononcées: Charles Gœtschmann, né en 1896, 10 mois de réclusion et quatro ans de privation des droits civiques; Ami Baux, 1896, 8 mois de réclusion et deux ans de privation des droits civiques; Gustave Dessauges, 1889, six mois de réclusion et deux ans do privation des droits civiques. Les frais sont naturellement a leur charge. Le tribunal siégeait sans jury, vu les aveux des accusés. ' ' ifl 9 Le ministère public était représenté p 3 r M. Robert Petitmermet.",Chronique judiciaire,1914-05-29
GDL-1914-05-29-Ar00500,"Banque nat- onale suisse. Les taux de la Banque nationale restent sans changement: Escompte 3; 14 %. Avances sur titres i'A %, mr or 1 %. Société styricnne d'élfccincité à Graz. Pour les quatre premiers mois de l'année, les recettes brutes s'élèvent à 451, 937 couronnes, en augmentation de 14, 585 couronnes eur la période correspondante de 1913. Aciéries Paul ( i. rod La Suisse libérale apprend que l'entreprise des aciéries Paul Girod, à Albertville ( Savoie ), dont le siège social était jusqu'ici a jîeuchâtel, va' être reprise par la Compagnie du Crè'usot. Après de longues tractations, un accord serait intervenu en vertu duquel la Société'française, reprendrait les actions Girod à, raison do 125 fr. par titre. La- &• A. électrométallurgique, procèdes Trul Girod a été constituée en 1903 pour exploiter les procédés Paul Girod pour Vélectrométallurgie et l'élcctrochimie. Le capital-actions, à l'origine de 1, 800, 000 fr a été porte à 5 millions en 1907 et à 10 millions en 1908 et enfin 12 millions en juin 1910. Les ac tions sont au nominal de 500 fr. LUes avaient été émises en Suisse au-dessus de 700 fr., par la Central Bank de Berne, de fameuse mémoire. Au 20 octobre 1913, elles cotaient 225 fr. Hier, 28 mai, elles restaient offertes à 240 francs. ', La fabrication des alliages est centralisée a Ugine et celle des carbures à Courtepin. Société générais Maggs Kempttal Cet omnium a réalisé pendant son deuxième exercice ( 1 er avril 1913 au 31 mars",Chronique financière,1914-05-29
GDL-1914-05-29-Ar00601,"H DE CURZON. Mozart. Un vol. in-8 écu de la collection Les Maîtres de la mu sique, publiée sous la direction de M. Jean Chantavoine, nvec citations musicales dans le texte et portrait hors texte. — Librairie Félix Alcan. La vie de Mozart, c'est son œuvre même. Suivre cette œuvre pas à pas, éclairée par les circonstances qui l'ont vu naître, expliquée par l'évolution du génie, du caractère, du goût de l'artiste qui l'a produite, tel est le but que s'est proposé M. Henri de Curzon. Il effleure à peine l'histoire aneedotique de l'auteur de Don Juan, sur laquelle, du reste, la plupart des biographies insistent suffisamment; mais il s'attache à donner de ses -compositions, sans en omettre une seule, et dans leur ordre rigoureusement chronolosique, un aperçu suffisant pour servir d'introduction à leur étude et à leur exécution. Cette façon de procéder n'est pas sans nouveauté, mais elle lui a paru essentielle ici. Si peu, en effet, que l'on interroge sérieusement l'œuvre de Mozart dans sa suite logique, on y reconnaît, avec curiosité d'a-Bord, avec émotion ensuite l'expression ijnlque de sa pensée, on en aperçoit la constante unité dans l'intarissable variété, on ne rêve que de la surprendre comme elle jaillit de cette âme ardente, au jour le tour, au gré du hasard et des événements, four bien comprendre Mozart, lui rendre pleine justice et l'aimer en connaissance de cause, Il n'est vraiment pas d'autre façon cTagir, ( _ Léonard DE VINCI. Traité du paysage. Traduit et commenté par",Les livres,1914-05-29
JDG-1914-05-29-Ar00512,"BUREAU CENTRAL MÉTÉOROLOQIQUI Zurich, 48 mal. Une nouvelle baisse assez forte du baromètre s'est produite à l'est des Alpes, et une dé pression peu creuse persiste à proximité im médiate de la ligne de faîte des Alpes au sud, ainsi que sur l'Adriatique; les pressions restent fortes sans changement dans l'extrême ouest, mais quelques perturbations atmosphériques existent à la limite orientale et septentrionale; le temps au nord des Alpes est, dans un vaste circuit, couvert, frais et pluvieux; nos stations de montagne annoncent de la neige jusqu'à 1700 m. Temps probable: pour le moment nuageux, mais situation lentement à iclaircies; vents du nord. Pressions: 756 Vienne; 760 Petros, Dprpat, Memel, Stettin, Bamberg, Munich, Gothard, Turin, cap Sicié, Livourne, Lésina, Lemberg; 765 Benbecula, Skudesnaes, Stockholm, Faoo, le Helder, Clermont, Saragosse; 770 St Mathieu. CBSCNVATOIKC OC SENEVE Mai 22 28 740 « 5 730 m 790 715 710 705 ~ — - ât as ïC î I [ 24 1 Mal - - - — 710 73 S 730 719 710 715 710 705 Tempétatate en degiéi « enti |» adet Mai 7 h. matin I h. loir 0 h. toit Minimom Maximum Uc 23 134 200 190 187 l 188 187 117 110 136 _ ^ 117 151 112 82 158 11. 7 _ _ 83 106 98 69 117 120 JL. * 78 99 88 7 « 118 115 B î 10. 3 117 Direction, vlteue dm vent ( kilom. a l'heate ) Mai 2 Ï 26 27 28 7",Le temps qu'il fait,1914-05-29
GDL-1914-06-01-Ar00306,"GYMNASTIQUE Fête fédérale française. La quarantième fête fédérale des Sociétés de gymnastique de France a commencé samedi à Rennes. Deux cents sociétés sont réprésentées par 5000 gmnaste 3. De nombreuses délégations étrangères, dont une suisse, sont présentes.,, _,... M Poinearé, président de la République, est arrivé dimanche à Rennes avec le ministre de la guerre. Il présidera aujourdhui le concours annuel de la Fédération des sociétés de gymnastique. Ce soir, grand dîner en son honneur. ATHLÉTISME Lehmann bat Panchaud. Au dernier cross national, disputé il y a quelques semaines à Lausanne, le coureur Panchaud, du Signal, sortit premier de l'épreuve. Lehmann, du Sporting-Club de La Ohaux-de-Fonds, classé troisième, contesta le titre de champion suisse que venait de remporter Panchaud, et lança, par la voie du Sport suisse, un défit au champion lausannois, qui l'accepta. La rencontre a eu lieu hier après-midi. L'épreuve comportait une course de 12 km. 6 ur route. Parcours: terrain de Cour-Saint-Suîpice et retour par Montoie. Le jury, présidé par M. Ed. Junod, était composé de MM. Violi, Orceyre, R, Haslebacher et Dexter. Lehmann, après avoir mené le train pendant tout le parcours a battu Panchaud qui a abandonné à l'emballage. Lehmann a effectué le parcours en 45 m. 17 s. 1 / 6, soit h une vitesse de 15 km. 90 à l'heure. FOOTBALL A l'exposition nationale. Dimanche, à Berne, sur le terrain de l'exposition, l'équipe sélectionnée de l'Allemagne du sud a battu l'équipe de la Suisse centrale par un but à zéro, après une partie",Les sports,1914-06-01
GDL-1914-06-03-Ar00301,"Capitaine Maurice MARTIN. AU cœur de l'Afrique, équatoriale. Journal de route d'un officier ( Mission Jacquier ). — Paris, 1913, librairie Chapelot. Un volume in-8, vin-220 p., avec 26 planches hors texte et une carte. En 1910, M. Fourneau, lieutenant-gouverneur de l'Oubanghi-Chari, reconnaissant l'importance qui s'attachait à l'exploration et à l'étude de la région des sultanats du Haut-Oubanghi, confiait une mission de reconnaissance au capitaine Jacquier, de l'infanterie coloniale. La mission, de caractère essentiellement pacifique, devait comprendre trois Européens — le chef démission, le lieutenant Martin, son adjoint, et M Ebener, chef de la factorerie de caoutchouc de Bangassou, — une quarantaine de tirailleurs sénégalais et environ 150 porteurs indigènes. La petite troupe partant de Bangassou, se mit en route le 1 octobre 1910; de cette date jusqu'à la un de 1911, elle parcourut, avec des péripéties diverses, la région limitrophe du ° oudan anglais entre les sources de la Kot-» et celles du M'Tomou. Aujourd'hui capitaine, le lieutenant Mar-^ n, second de la mission Jacquier, a publié son journalde route, telqu'il fut écriUdansla nrousse, sous la tente, aux heures bonnes et mauvaises vécues dans le pays du Haut""ubanghi «. C'est un livre vécu, fait de souvenirs notés au jour le jour, riche en renr'jpiements de tous ordres et du plus vif « ueret. Il faut lire en particulier l'émouvant chapitre « Perdu dans la brousse » o l'auteur fut isolé de la mission pendant dix jours et erra, seul, sans vivres et sans armes, dans l'immense forêt équatoriale. Les",Les livres,1914-06-03
GDL-1914-06-03-Ar00501,"Les « bookmakers » en tribunal Depuis un certain temps, dit la Feuille d'avis de Vevey, le public était bombardé de prospectus relatifs à une sorte de « poule » basée sur le pari aux courses de chevaux qui se jouent en Angleterre et ailleurs. Les or ganisateurs de cette vaste fumisterie nommés Arthur M. et Gérald W., sujets anglais, avaient installé une de leura officines à Montreux, où ils déployaient le plus grand zèle, entretenant une très active correspondance avec l'étranger. Mais la police veillait et fit une belle fois une descente chez les deux bookmakers, séquestrant billets de loterie et prospectus, ainsi que la volumineuse correspondance reçue chaque jour au « bureau » des deux agents. M. et W. ont été déférés au tribunal de police de Vevey, pour infraction à la loi do 1876 sur les loteries, et ont été condamnés vendredi, le premier à 20 jours d'emprisonnement, 500 francs d'amende et 5 / 8 des frais, et le second à 10 jours d'emprisonnement, 300 fr. d'amende et 3 / 8 des frais.",Chronique judiciaire,1914-06-03
GDL-1914-06-03-Ar00503,"Société génér. de conserves alimentaires Saxon. Le- bénéfice de l'exercice 1913 s'est élevé, y compris le report de l'exercice précédent, à 320, 746 fr. 85 ( 287, 313 fr. 54 pour l'exercice 1912 ). L'asèemblée générale du 22 mai a décidé dé l'utiliser comme suit:.. Réserve statutaire 15, 751 fr. 50; dividende aux actions ordinaires 5 %, soit J. O fr < par action, 137, 500 fr.; dividende aux actions privilégiées 7 %, soit 14 fr. par action, 157, 500 francs; report à nouveau 9995 fr. 36. L'assemblée générale a en outre nommé MM. A. Biolley, E. Des Gouttes et A. Emetaz vérificateurs de comptes avec MM. J. Gha vannes et J. Cuénod comme suppléants. Compagnie du chemin de fer de Martigny au Châtelard. Le bénéfice de l'exercice 1913 s'est élevé, y compris le report de l'exercice précédent, à 90, 857 fr. 55 ( 76, 080 f r. 18 pour l'exercice 1912 ). Le conseil d'administration propose de l'u tiliser comme suit: Réserve statutaire 600 fr.; amortissements 28, 222 fr. 54; report à nouveau 162, 035 fr. 01.; Société des Hôtels Seilër à Zermatt. Pour l'exercico 1913, Ibs actions'de priorité recevront un dividende de' 5, 5 % ( 3, 5 % ' en 1912 ) et les actions ordinaires un dividende de 4 % ( rien en 1912 ). CARNET DU JOUR fcj UUâtre Lumen. — 8 h: Cinéma. 81 / 8 h. Grand spectacle. Ihe Royal Biograph — S et 8. 4 / 2 h.. Cinéma permanent. Gnéma-Palace. —",Chronique financière,1914-06-03
GDL-1914-06-04-Ar00301,"Alfred RAMBAUD. Histoire de la Russie depuis les origines jusqu'à nos jours; 6 e édition revue et complétée jusqu'en 1913, par Emile Haumont. — Paris, Hachette. La 5 e édition de cette Histoire de Russie était depuis longtemps épuisée. Une longue maladie et la mort empêchèrent Alfred Rambaud d'en préparer une sixième. Mais 1 œuvre a été reprise et complétée par un coutinuateur digne de lui, M. Emile Haumond, professeur à la Faculté des lettres de Paris. Il n'y a pas à louer l'œuvre priflùtive, devenue classique. Mais il faut dire la valeur et l'intérêt des chapitres qui y ont été ajoutés et qui exposent l'histoire contemporaine de l'empire russe. On ne trouvera pas ailleurs, croyons-nous, un tableau aussi exact, aussi vivant et clair de tout le règne de Nicolas II et particulièrement de la guerre avec le Japon, des doubles intérieurs de 1904-1905, de la première Douma, de la réforme agraire, de la réorganisation de l'armée et de la marine, e & fln. de la politique étrangère des der"" erea années. J. C. B - VAN VORST. La poursuite du bonheur eux Etats-Unis. — Paris, Hachette. Dans la foule des livres qui ont été écrits depuis une dizaine d'années sur les atats-Unis, celui-ci mérite une attention spéciale. L'auteur, une Américaine, qui a ajourné plusieurs années à Paris, nous livre ses observations sur un pays, des gens et des mœurs que personne mieux qu'elle n'a pu connaître et comprendre. Nous n'avons pas là les remarques rapides d'un reporter ou le",Les livres,1914-06-04
GDL-1914-06-04-Ar00403,"Tribunal fédéral. Acte illicite. — Responsabilité au ehanifenr. Le 12 juin 1012, deux amis, MM. Trottet et Delétraz, avaient fait une excursion dans les environs de Genève dans l'automobile de Delétraz, pilotée par ce dernier; ils avaient soupe à la campagne et rentraient à Genève vers les onze heures du soir. Tout à coup, l'automobile montant sur le trottoir de la route, vint s'écraser contre un arbre; Delétraz fut assez grièvement blessé, mais il se remit promptement; quant à Trottet, qui tout d'abord n'avait paru que légèrement atteint, il est décédé vingt-deux heures après l'accident; comme son autopsie n'a pas été faite, il n'est pas établi de façon certaine comment la mort est survenue. Il a été d'autre part établi qu'au moment de l'accident l'automobile marchait à une vive allure ( environ 60 km. à l'heure ), qu'elle n'était pas éclairée de façon suffisante, et que Delétraz n'était plus de sang-froid, ayant passablement bu dans l'après-midi et dans la soirée. A la suite de ces faits, la veuve et la fillette de Trottet ont ouvert action à Delétraz devant les tribunaux genevois, en concluant à ce qu'il fût condamné à les indemniser du préjudice subi par elles à raison de la mort de leur époux et père, en application de l'art. 41 du code fédéral des obligations ( revisé ) qui prévoit que celui qui cause d'une manière illicito un dommage à autrui, soit intentionnellement, soit par imprudence ou négligence, est tenu do la réparer ». La dernière instance cantonale,",Chronique judiciaire,1914-06-04
GDL-1914-06-05-Ar00208,"Sociétés anonyme et droit de timbre. Jusqu'ici, les sociétés anonymes ayant leur siège hors du canton de Genève, mais y exploitant une succursale, échappaient à l'impôt du timbre sur les actions et obligations. Le Conseil d'Etat genevois présente au Grand Conseil un projet de loi destiné à combler cette lacune. En voici les dispositions essentielles: « Les sociétés, compagnies ou entreprises quelconques, financières, commerciales, industrielles ou civiles qui, sau 3 avoir dans le canton de Genève leur principal établissement, ont dans le canton une ou plusieurs succursales, sont soumises au même impôt du timbre, mais seulement proportionnellement à l'importance du capital social engagé dans la ou les succursales. » "" Le Conseil d'Etat espère ainsi augmenter sensiblement le rendement de l'impôt qui rapporte actuellement environ 150, 000 fr. par an. Société bernoise de réassurance. On nous écrit de Berne, le 4 juin. Cet après-midi, lé conseil d'administration de cette Compagnie a examiné les comptes d'exploitation do l'exercice 1913. Ces comptes se soldent par une perte au lieu du bénéfice habituel. Ce résultat défavorable est dû à deux causes différentes: la première est que le directeur précédent, décédé il y a environ une année, avait été trop optimiste en faisant le calcul de la réserve technique. _ Le nouveau s'en est tenu par contre à un principe plus réel et il a voulu, dès la première année, constituer des réserves techniques largement suffisantes. L'autre cause doit être recherchée dans la conclusion de quelques contrats défavorables, qui, certainement, ne seront pas renouvelés",Chronique financière,1914-06-05
GDL-1914-06-05-Ar00301,"Dr Jurius ARMIN. Monte-Carlo. Ein Mahnwort an meine deutschen Landsleute. Winke fur Rivierareisende. — Cari Konegen. Opernring, 3, Wien I. L'auteur, qui a passé plusieurs mois sur la Riviera, y a coudoyé une société dont les neuf dixièmes sacrifiaient au jeu de hasard, et parmi ces gens, la grande ma-Îorité étaient des Allemands. Les misères, es bassesses, les tragédies dont il a été ' témoin ont dicté ces pages dans lesquelles il raconte ce qu'il a eu sous ies yeux et uiet en garde le papillon contre la chandelle. Monte-Carlo, comme tous les tripots, 'est un entonnoir où vont s'engouffrer la j fortune, l'honneur, la vie, faisant passer le; fruit du travail dans la poche des parasites les plus vils et les plus insatiables. A. DE LA VALETTE MONBRUN, docteur es lettres, Maine de Biran critique et disciple de Pascal, d'après de nombreux documents inédits. — 1 vol in-8 de la Bibliothèque de philosophie contemporaine. — Paris, Félix Alcan. M. A. de la Valette Monbrun ayant eu la 'bonne fortune de retrouver dans les archives du château de Grateloup ( Dordogne ) lia exemplaire des Pensées, annoté par Maine de Biran, a recherché sous quel an-; gle le philosophe périgourdin avait considéré l'œuvre du célèbre apologiste. ( Tout pénétré qu'il est de respect pour l'auteur des Pensées, Maine de Biran ne Craint pas de le contredire et de dénoncer Ses navadnxes sur la nature humaine et la constitution de l'ordre social. Disciple soumis, d'autre part, c'est à Pascal qu'il demande",Les livres,1914-06-05
JDG-1914-06-05-Ar00313,"ESURtfill CENTRALMETÉOROLO £! ÇU £ Zurich, 4 juin. Le minimum creux du nord se propage vers le sud et une dépression peu creuse se trouve dans l'extrême sud-ouest de l'Europe, mais le baromètre, a notablement remonté au sud des Alpes, de sorte que le ciel s'est brusquement éclairci au pied septentrional de la chaîne; toutes nos stations élevées annoncent ce matin un ciel clair et une hausse sensible de la température; le temps est très beau dans le reste de notre pays. Temps probable: ciel peu nuageux et chaud; aux orages.",Le temps qu'il fait,1914-06-05
